precision,recall,threshold
0.7807017543859649,0.5297619047619048,0.4
0.7866666666666666,0.5267857142857143,0.4033333333333333
0.7857142857142857,0.5238095238095238,0.405
0.7990867579908676,0.5208333333333334,0.4066666666666667
0.8064516129032258,0.5208333333333334,0.4083333333333333
0.8055555555555556,0.5178571428571429,0.41
0.8075117370892019,0.5119047619047619,0.4116666666666667
0.8113207547169812,0.5119047619047619,0.4166666666666667
0.8104265402843602,0.5089285714285714,0.42
0.8125,0.5029761904761905,0.4216666666666667
0.8115942028985508,0.5,0.42833333333333334
0.8155339805825242,0.5,0.43
0.8137254901960784,0.49404761904761907,0.43333333333333335
0.8258706467661692,0.49404761904761907,0.435
0.83,0.49404761904761907,0.43833333333333335
0.8291457286432161,0.49107142857142855,0.44
0.8282828282828283,0.4880952380952381,0.44166666666666665
0.8256410256410256,0.4791666666666667,0.445
0.8247422680412371,0.47619047619047616,0.44666666666666666
0.8229166666666666,0.47023809523809523,0.4483333333333333
0.8272251308900523,0.47023809523809523,0.45166666666666666
0.8263157894736842,0.46726190476190477,0.455
0.8306878306878307,0.46726190476190477,0.45666666666666667
0.8297872340425532,0.4642857142857143,0.4583333333333333
0.8324324324324325,0.4583333333333333,0.46166666666666667
0.8315217391304348,0.45535714285714285,0.465
0.8351648351648352,0.4523809523809524,0.4666666666666667
0.8342541436464088,0.4494047619047619,0.47
0.8388888888888889,0.4494047619047619,0.475
0.8370786516853933,0.44345238095238093,0.47833333333333333
0.8361581920903954,0.44047619047619047,0.48
0.8352272727272727,0.4375,0.4816666666666667
0.8430232558139535,0.43154761904761907,0.48333333333333334
0.8470588235294118,0.42857142857142855,0.485
0.8562874251497006,0.4255952380952381,0.4866666666666667
0.8554216867469879,0.4226190476190476,0.48833333333333334
0.8536585365853658,0.4166666666666667,0.49166666666666664
0.8580246913580247,0.41369047619047616,0.495
0.8679245283018868,0.4107142857142857,0.49666666666666665
0.8662420382165605,0.40476190476190477,0.5
0.8709677419354839,0.4017857142857143,0.5016666666666667
0.8701298701298701,0.39880952380952384,0.5033333333333333
0.869281045751634,0.3958333333333333,0.51
0.8666666666666667,0.3869047619047619,0.5133333333333333
0.8657718120805369,0.38392857142857145,0.515
0.8716216216216216,0.38392857142857145,0.5233333333333333
0.8698630136986302,0.37797619047619047,0.525
0.8671328671328671,0.36904761904761907,0.5266666666666666
0.8661971830985915,0.36607142857142855,0.5283333333333333
0.8652482269503546,0.3630952380952381,0.53
0.8642857142857143,0.3601190476190476,0.5316666666666666
0.8705035971223022,0.3601190476190476,0.5333333333333333
0.8695652173913043,0.35714285714285715,0.535
0.8686131386861314,0.3541666666666667,0.54
0.875,0.3541666666666667,0.5416666666666666
0.8731343283582089,0.3482142857142857,0.545
0.8787878787878788,0.34523809523809523,0.5466666666666666
0.8837209302325582,0.3392857142857143,0.5483333333333333
0.8818897637795275,0.3333333333333333,0.55
0.88,0.3273809523809524,0.5516666666666666
0.8770491803278688,0.31845238095238093,0.5533333333333333
0.8739495798319328,0.30952380952380953,0.555
0.8813559322033898,0.30952380952380953,0.5566666666666666
0.8956521739130435,0.30654761904761907,0.565
0.8947368421052632,0.30357142857142855,0.5666666666666667
0.8938053097345132,0.3005952380952381,0.57
0.8918918918918919,0.29464285714285715,0.5716666666666667
0.8990825688073395,0.2916666666666667,0.5733333333333334
0.9047619047619048,0.28273809523809523,0.575
0.9029126213592233,0.2767857142857143,0.5766666666666667
0.9207920792079208,0.2767857142857143,0.5783333333333334
0.92,0.27380952380952384,0.585
0.9183673469387755,0.26785714285714285,0.5866666666666667
0.9270833333333334,0.2648809523809524,0.5883333333333334
0.9368421052631579,0.2648809523809524,0.59
0.9354838709677419,0.25892857142857145,0.5916666666666667
0.9347826086956522,0.25595238095238093,0.5933333333333334
0.9325842696629213,0.24702380952380953,0.595
0.9431818181818182,0.24702380952380953,0.5966666666666667
0.9411764705882353,0.23809523809523808,0.6
0.9404761904761905,0.23511904761904762,0.6016666666666667
0.9397590361445783,0.23214285714285715,0.6033333333333334
0.9390243902439024,0.22916666666666666,0.605
0.9382716049382716,0.2261904761904762,0.6066666666666667
0.9487179487179487,0.22023809523809523,0.6083333333333333
0.948051948051948,0.21726190476190477,0.61
0.9473684210526315,0.21428571428571427,0.6116666666666667
