run_id,model_key,model_name,use_smote,roc_auc,pr_auc,f1_at_05,best_threshold,f1_best_threshold,precision_best_threshold,recall_best_threshold,positive_rate_best_threshold,cv_roc_auc_mean,cv_pr_auc_mean,run_fig_dir,run_val_pred_path,run_model_path
91d29a8112004301a993db0fdb1a9307,rf,Random Forest,0,0.9600392063154914,0.72893295727598,0.5517241379310345,0.25,0.6773255813953488,0.6619318181818182,0.6934523809523809,0.06978588421887391,0.9640314654158502,0.7551040753450717,reports/figures/runs/91d29a8112004301a993db0fdb1a9307,reports/metrics/runs/val_predictions_91d29a8112004301a993db0fdb1a9307.csv,
2d909ed7e4ac440889eeb46122e4f9da,rf,Random Forest,1,0.951274363292471,0.6857377805015696,0.661134163208852,0.44999999999999996,0.6623876765083441,0.582392776523702,0.7678571428571429,0.08782712133227596,0.9610261260103203,0.7435613021449349,reports/figures/runs/2d909ed7e4ac440889eeb46122e4f9da,reports/metrics/runs/val_predictions_2d909ed7e4ac440889eeb46122e4f9da.csv,
290acc687a9a48219cefcf14fdfa16ae,lgbm,LightGBM,0,0.9428749064409111,0.6832347113387357,0.6054421768707483,0.75,0.6578947368421053,0.646551724137931,0.6696428571428571,0.0689928628072958,0.9543427529331314,0.7225418644149243,reports/figures/runs/290acc687a9a48219cefcf14fdfa16ae,reports/metrics/runs/val_predictions_290acc687a9a48219cefcf14fdfa16ae.csv,
7c16edefa08a4c5693a3b94a3cba7c8e,logreg,Logistic Regression,0,0.8362696979811466,0.34775840576225986,0.319348778960551,0.7,0.4588364434687157,0.3634782608695652,0.6220238095238095,0.11399682791435369,0.8477436770542851,0.3396070852898084,reports/figures/runs/7c16edefa08a4c5693a3b94a3cba7c8e,reports/metrics/runs/val_predictions_7c16edefa08a4c5693a3b94a3cba7c8e.csv,
fbdc910221a84580946e051e10b62591,logreg,Logistic Regression,1,0.8118615224339523,0.33398992500328134,0.3261744966442953,0.7,0.44013683010262256,0.3567467652495379,0.5744047619047619,0.10725614591593972,0.8350437794526454,0.341099247109345,reports/figures/runs/fbdc910221a84580946e051e10b62591,reports/metrics/runs/val_predictions_fbdc910221a84580946e051e10b62591.csv,
